created_at,ghi,dni,dhi,poa_global,temp_air,wind_speed,temp_cell,dc_power,ac_power,cloud_factor,n_modules,system_stc_w
2025-01-01 00:00:00+06:00,0.0,0.0,0.0,0.0,6.1884160660350584,5.472882969024873,6.1884160660350584,0.0,0.0,0.1799783856385375,34,11220
2025-01-01 01:00:00+06:00,0.0,0.0,0.0,0.0,5.062049156756794,3.980470048800769,5.062049156756794,0.0,0.0,0.1796459261071775,34,11220
2025-01-01 02:00:00+06:00,0.0,0.0,0.0,0.0,9.490737474928704,6.276992395424877,9.490737474928704,0.0,0.0,0.17917483679628524,34,11220
2025-01-01 03:00:00+06:00,0.0,0.0,0.0,0.0,10.868475717914006,5.255159785427318,10.868475717914006,0.0,0.0,0.17872056921192778,34,11220
2025-01-01 04:00:00+06:00,0.0,0.0,0.0,0.0,6.458189001822369,5.426570469267069,6.458189001822369,0.0,0.0,0.1785434835110325,34,11220
2025-01-01 05:00:00+06:00,0.0,0.0,0.0,0.0,8.125631341570251,5.031999951174978,8.125631341570251,0.0,0.0,0.17742154992008186,34,11220
2025-01-01 06:00:00+06:00,0.0,0.0,0.0,0.0,10.870038048178197,4.20805050956592,10.870038048178197,0.0,0.0,0.17748662239301174,34,11220
2025-01-01 07:00:00+06:00,0.0,0.0,0.0,0.0,9.900317787703976,4.442297776079785,9.900317787703976,0.0,0.0,0.1776568588002425,34,11220
2025-01-01 08:00:00+06:00,0.0,0.0,0.0,0.0,9.939810257891557,3.6675147266243338,9.939810257891557,0.0,0.0,0.17815566666402233,34,11220
2025-01-01 09:00:00+06:00,0.0,0.0,0.0,0.0,7.639980158777377,4.694197760205132,7.639980158777377,0.0,0.0,0.17853883612790716,34,11220
2025-01-01 10:00:00+06:00,40.533296399951794,468.47516170647935,2.7599349310657075,168.55664174373666,9.722841677230173,3.1401501380298575,14.580996522068979,1970.023427941375,1826.913259713908,0.17918588432894983,34,11220
2025-01-01 11:00:00+06:00,139.00148693484755,738.301262912802,9.464689362447587,357.43613270140094,8.334046031761794,1.4659408478881497,19.601175060583557,4097.0399205332815,3881.834741576677,0.17978101473440256,34,11220
2025-01-01 12:00:00+06:00,212.54590210059467,830.2710438718753,14.472369922101876,469.658106199319,5.758780578087272,0.9388983865720066,20.989380416034837,5354.100817088633,5102.776906734783,0.18079134945828912,34,11220
2025-01-01 13:00:00+06:00,243.97353007931778,858.335472148811,16.612294773097176,513.7950644858473,6.374864269506938,0.6075629054941196,23.337326957731555,5803.120404880556,5538.638387040437,0.18249393163323321,34,11220
2025-01-01 14:00:00+06:00,229.1501747641027,845.7144567322084,15.602964179148529,491.7604016713889,3.981442138530766,2.74765257109004,18.45453548750187,5662.011462322685,5401.692239694354,0.1839427438015892,34,11220
2025-01-01 15:00:00+06:00,169.90790654790064,782.6357952859535,11.569124842911975,403.69144920127235,0.5576649833545178,0.8669631777338493,13.699896569588931,4734.149630270293,4500.668729461731,0.18488578356225013,34,11220
2025-01-01 16:00:00+06:00,76.49567389728651,603.5310977018489,5.208633425254391,244.90077028942852,1.9735497149033874,2.308302932786157,9.352422933687425,2919.7714556578253,2740.5707550883894,0.18597112852910994,34,11220
2025-01-01 17:00:00+06:00,0.9641002883398215,90.97633117877972,0.06564613044506185,23.59316598289836,-0.9156924904604573,2.2362038777456106,-0.20208199088234913,291.4008313583441,259.8270421269074,0.18721144884389923,34,11220
2025-01-01 18:00:00+06:00,0.0,0.0,0.0,0.0,2.221135864830173,2.2217659135278014,2.221135864830173,0.0,0.0,0.18772295004891348,34,11220
2025-01-01 19:00:00+06:00,0.0,0.0,0.0,0.0,0.7204295512564847,2.994424616807613,0.7204295512564847,0.0,0.0,0.18864820684264472,34,11220
2025-01-01 20:00:00+06:00,0.0,0.0,0.0,0.0,0.9770460491734205,3.048198572476826,0.9770460491734205,0.0,0.0,0.18914235416359368,34,11220
2025-01-01 21:00:00+06:00,0.0,0.0,0.0,0.0,0.878718236617249,0.5556185596587033,0.878718236617249,0.0,0.0,0.1891374406597215,34,11220
2025-01-01 22:00:00+06:00,0.0,0.0,0.0,0.0,5.3404997320903345,3.333167454052989,5.3404997320903345,0.0,0.0,0.18904644326044107,34,11220
2025-01-01 23:00:00+06:00,0.0,0.0,0.0,0.0,4.06767702924063,4.462655058381381,4.06767702924063,0.0,0.0,0.1897908762649214,34,11220
2025-01-02 00:00:00+06:00,0.0,0.0,0.0,0.0,4.666758934828853,6.021960689193708,4.666758934828853,0.0,0.0,0.19015951760799837,34,11220
2025-01-02 01:00:00+06:00,0.0,0.0,0.0,0.0,6.098003849356237,6.352176558767954,6.098003849356237,0.0,0.0,0.19116268467413922,34,11220
2025-01-02 02:00:00+06:00,0.0,0.0,0.0,0.0,8.895905548718474,3.5071676728786447,8.895905548718474,0.0,0.0,0.1934465426446952,34,11220
2025-01-02 03:00:00+06:00,0.0,0.0,0.0,0.0,9.631082236510524,4.631807211579933,9.631082236510524,0.0,0.0,0.19566400092492062,34,11220
2025-01-02 04:00:00+06:00,0.0,0.0,0.0,0.0,10.51079473451742,3.425668029344412,10.51079473451742,0.0,0.0,0.19833921635909824,34,11220
2025-01-02 05:00:00+06:00,0.0,0.0,0.0,0.0,11.042855951581977,6.420255714855886,11.042855951581977,0.0,0.0,0.20203538614207267,34,11220
2025-01-02 06:00:00+06:00,0.0,0.0,0.0,0.0,14.292714696289277,5.726381699710973,14.292714696289277,0.0,0.0,0.2043695700646147,34,11220
2025-01-02 07:00:00+06:00,0.0,0.0,0.0,0.0,9.53583111667548,4.7945684734379315,9.53583111667548,0.0,0.0,0.20617348494542975,34,11220
2025-01-02 08:00:00+06:00,0.0,0.0,0.0,0.0,8.845839121315873,4.27619982587391,8.845839121315873,0.0,0.0,0.20792010890949336,34,11220
2025-01-02 09:00:00+06:00,0.0,0.0,0.0,0.0,7.508492009809004,5.1152827979098205,7.508492009809004,0.0,0.0,0.20900170492311848,34,11220
2025-01-02 10:00:00+06:00,40.869199348333886,470.12252239298505,2.782806751594194,162.8175102188229,9.046511975358339,4.5545324998586585,13.400463478338215,1911.5731762631726,1771.0715497983717,0.20912235885577501,34,11220
2025-01-02 11:00:00+06:00,139.78438985806497,739.5661837610062,9.517997662470862,345.3389168098903,8.763994367132657,4.120492772338171,18.21293458605632,3979.894087895378,3768.086313322724,0.20893590089034791,34,11220
2025-01-02 12:00:00+06:00,213.7480536774256,831.4513261327556,14.554225098562057,455.07056812514764,5.232643590943672,3.07500198134355,18.394290493891052,5240.80392568848,4992.763135428704,0.20797466747453885,34,11220
2025-01-02 13:00:00+06:00,245.57611710398388,859.6523343004616,16.72141582424004,500.33892428638916,2.6313721306772924,1.9850527583003816,17.969768316913452,5771.668065767333,5508.116281356429,0.20625114331406758,34,11220
2025-01-02 14:00:00+06:00,231.10546484540063,847.4508005017908,15.736100979632056,481.39804316693085,1.4536828264782167,2.896806645553656,15.509566755449816,5606.328222886814,5347.644351737352,0.20446639510327586,34,11220
2025-01-02 15:00:00+06:00,172.1111120145038,785.4461037396119,11.719142341306224,396.9571185947055,3.0732821268741732,2.8345093943624082,14.702209952303354,4637.318484839979,4406.607545953972,0.20377248529415312,34,11220
2025-01-02 16:00:00+06:00,78.63527612192442,609.7067794236496,5.354320143159001,243.4554244500181,2.4454795039664496,1.8175796873556305,9.976165509591963,2895.7244763716863,2717.3281929386353,0.20255601786396618,34,11220
2025-01-02 17:00:00+06:00,1.2763820688181904,100.58703953122385,0.08690957237619146,25.803662481024688,1.585797566226456,1.7483804414199557,2.3869382096007152,315.70456469399556,281.72585914028707,0.20205397532429542,34,11220
2025-01-02 18:00:00+06:00,0.0,0.0,0.0,0.0,-0.7601684583972033,3.419787777995788,-0.7601684583972033,0.0,0.0,0.2023307711736555,34,11220
